"genus"	"FR.294.M"	"FR.316.M"	"FR.221.M"	"FR.213.M"	"FR.194.M"	"FR.716.M"	"FR.052.M"	"FR.684.M"	"FR.053.M"	"FR.198.M"	"FR.730.M"	"FR.115.M"	"FR.276.M"	"FR.305.M"	"FR.399.M"	"FR.393.M"	"FR.728.M"	"FR.152.M"	"FR.726.M"	"FR.400.M"	"FR.460.M"	"FR.721.M"	"FR.719.M"	"FR.759.M"	"FR.542.M"	"FR.129.M"	"FR.751.M"	"FR.212.M"	"FR.696.M"	"FR.040.M"	"FR.110.M"	"FR.187.M"	"FR.139.M"	"FR.169.M"	"FR.390.M"	"FR.156.M"	"FR.116.M"	"FR.027.M"	"FR.558.M"	"FR.060.M"	"FR.349.M"	"FR.039.M"	"FR.132.M"	"FR.568.M"	"FR.030.M"	"FR.105.M"	"FR.173.M"	"FR.682.M"	"FR.166.M"	"FR.142.M"	"FR.294.Q"	"FR.316.Q"	"FR.221.Q"	"FR.213.Q"	"FR.194.Q"	"FR.716.Q"	"FR.052.Q"	"FR.684.Q"	"FR.053.Q"	"FR.198.Q"	"FR.730.Q"	"FR.115.Q"	"FR.276.Q"	"FR.305.Q"	"FR.399.Q"	"FR.393.Q"	"FR.728.Q"	"FR.152.Q"	"FR.726.Q"	"FR.400.Q"	"FR.460.Q"	"FR.721.Q"	"FR.719.Q"	"FR.759.Q"	"FR.542.Q"	"FR.129.Q"	"FR.751.Q"	"FR.212.Q"	"FR.696.Q"	"FR.040.Q"	"FR.110.Q"	"FR.187.Q"	"FR.139.Q"	"FR.169.Q"	"FR.390.Q"	"FR.156.Q"	"FR.116.Q"	"FR.027.Q"	"FR.558.Q"	"FR.060.Q"	"FR.349.Q"	"FR.039.Q"	"FR.132.Q"	"FR.568.Q"	"FR.030.Q"	"FR.105.Q"	"FR.173.Q"	"FR.682.Q"	"FR.166.Q"	"FR.142.Q"	"FR.294.D"	"FR.316.D"	"FR.221.D"	"FR.213.D"	"FR.194.D"	"FR.052.D"	"FR.684.D"	"FR.053.D"	"FR.198.D"	"FR.730.D"	"FR.115.D"	"FR.305.D"	"FR.399.D"	"FR.393.D"	"FR.728.D"	"FR.152.D"	"FR.726.D"	"FR.460.D"	"FR.721.D"	"FR.719.D"	"FR.759.D"	"FR.542.D"	"FR.129.D"	"FR.751.D"	"FR.212.D"	"FR.696.D"	"FR.040.D"	"FR.110.D"	"FR.187.D"	"FR.139.D"	"FR.390.D"	"FR.156.D"	"FR.027.D"	"FR.558.D"	"FR.060.D"	"FR.349.D"	"FR.039.D"	"FR.132.D"	"FR.568.D"	"FR.030.D"	"FR.105.D"	"FR.173.D"	"FR.682.D"	"FR.166.D"	"FR.142.D"
"g__Bergeriella"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"g__Bergeyella"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0.00057971350558554	0	0	0	0	0	0	0	0.00130755987534596	0	0	0	0	0	0	0	0.000370182537008999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00034654837815359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00132292047924999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"g__Bhargavaea"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"g__Bibersteinia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"g__Bifidobacterium"	2.85031420446196	1.59746672625601	3.59968879864893	0	1.07225519988663	0.018762201769732	0.0221888441319041	0.0827226683523361	0.184345955910592	0.374818491999342	2.20777205589984	9.70984839941358	4.99391154508903	0.220143864716687	0.164635977519413	2.78615570486132	0.383866939036315	3.62131208763849	0.198119789237547	0.83842238010329	0.346387400690222	0	1.15177562310392	1.39701464947548	0.383422784009557	0	0	0.192767064634889	0.511403596905456	0.034598295578702	0.290961903256402	0.0255930171473215	0.0350512473409399	0.173127145749582	0.118770873727274	0.0412354129726609	0.229604298974108	0.0108512095707668	0.673009439794007	0	0.0122778134330441	0	0.0475597644392844	0.0710238318653347	0.0120019203072492	0	0.418315432447711	0.0606736119225895	0.0317158261972724	9.21100917431193	6.46134371170395	2.62697995207201	6.36492620302292	0.00202219925403316	1.21013448328929	0.0214406317839499	0.0306636489742279	0.0964738484648356	0.244479495268139	0.628867329455545	3.20805244394884	12.5094595559363	9.75715801251022	0.395949681726564	0.25672357933207	5.19311064718163	0.525842292294544	5.23329036464121	0.267600249491962	1.28707601490299	0.603656809118051	0.00218395925605612	1.52014783568299	1.80928814421779	0.512928223212213	0.00257201646090535	0.00554796563035292	0.292149954475278	0.601546622639624	0.0372477747665592	0.378400997070879	0.0242702083192881	0.0498525636946053	0.185230921215115	0.188849014950983	0.0478784877001816	0.399958265224498	0.0141975786674927	0.966859892814175	0.00349060445633836	0.0800240072021606	0.00497660993331343	0.0519762015349568	0.148100249267321	0.012267229323585	0.0093492894540015	0.504871157498186	0.0765871915719434	0.0307938658619203	11.4887530437448	3.8263455679675	1.95096574348352	4.66552229327398	0	1.29486806136157	0.0150958587027625	0.119446359964536	0.277511726712346	0.43667245367201	3.32310737258783	11.6825806451613	0.270839295204611	0.226027200046069	3.84076515654611	0.556661133681208	5.62058661185024	0.292026713263279	0.613835102371996	0	1.59918879056047	1.97291244534499	0.459382226973248	0	0.00692966899281111	0.228088041984206	0.587321619260266	0.0453371953907185	0.406822794621695	0	0.0434197386131735	0.155554522282763	0.043560331058516	0.0156044784853253	0.934670549956739	0	0.0260729689599095	0	0.0600921412833011	0.144439555394004	0.0137323460128662	0	0.488519097295547	0.0899954407596091	0.0372514628959908	14.8232811675752
"g__Bilophila"	0	0.0667654977708499	0.174101975369552	0.237896544015127	0	0.104966912603636	0.054618693247764	0	0.0934531582046752	0.0164519567098948	0.0397622026320638	0	0	0.0588919892872667	0.0884851344974044	0.159929074931987	0	0	0.0273667413149141	0.0314119679597927	0.193193955667519	0	0.0163583368032836	0	0	0	0	0.0875792673461397	0	0.0491659989802608	0.0330975339867215	0	0.0495552117578805	0.108571260893806	0	0.0247412477835966	0.0814199641752158	0.0488304430684508	0.0116196381179905	0.192211103813314	0.0401819348717806	0.0197610433830906	0.0209822490173313	0	0.0920147223555769	0	0	0.0638196510593163	0.133659553259934	0.0270400772573636	0.0195267786201974	0.112513881582793	0.301928832790763	0.378825326922213	0.000992862970017193	0.1424908653975	0.073008688033876	0.0106833456353677	0.112663361874718	0.0272827474818024	0.0506868062243398	0.00285571499964304	0.00115942701117108	0.111535121613117	0.16367529512001	0.258952946844387	0	0.00148167903868664	0.0345398818266567	0.0475798777439074	0.287663172576111	0.00829904517301325	0.0215484873614857	0.00697616204393341	0.000736965837948582	0.0102880658436214	0.000462330469196077	0.140400881464181	0.00814401581419798	0.0616514892687876	0.038245047266379	0.00269668981325423	0.060459492140266	0.125545402156911	0	0.0363216113587585	0.199979132612249	0.060017037094401	0.0131247949250793	0.158240735354005	0.115034510353106	0.0298596595998806	0.0309645455952934	0.011472554520708	0.125125739100567	0.00116866118175019	0.00154394849387824	0.0828250623787081	0.117016690275297	0.0289475028521804	0.0158675467865951	0.0945433295880239	0.233590502958394	0.312253438821347	0	0.065415387711971	0.00903030900075526	0.131388295390358	0.0184380927344787	0.05789213260762	0	0.0751195781039205	0.153084239521648	0.217852572927971	0	0	0.0355629721070035	0.290601531941915	0.0100959111559818	0.0232300884955752	0.00834604559722911	0	0.011508068434647	0	0.109042090246835	0.00970779535967382	0.0667464265474466	0.0407718880072404	0	0.0347357908905388	0	0.033396253811529	0.0682695933732981	0.0129984604948351	0.17471712465532	0.0437495580852719	0.0305831980614958	0.0356101577975117	0.0110003634902719	0.113027771028975	0	0	0.0931670862489345	0.117962965837304	0.0452159059509156
"g__Blastocatella"	0	0.0152606852047657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0219182886200246	0.000605472258270246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0180535001223362	0.00110035903143254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"g__Blastococcus"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00438365772400491	0	0	0	0	0	0	0	0.000272827474818024	0	0	0	0	0.000560531832602773	0	0	0	0	0	0	0	0	0	0.000368482918974291	0	0	0.000791734293970943	0	0	0	0	0	0	0.00052312746523818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"g__Blastocystis"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"g__Blastomonas"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.000876731544800982	0.000403648172180164	0	0.000496431485008597	0	0.00292034752135504	0.000647475493052588	0	0.0010913098992721	0.0012671701556085	0.00428357249946455	0.00057971350558554	0	0	0	0	0	0	0	0	0	0.000326492232749783	0.000410362473172553	0.000736965837948582	0	0.000693495703794115	0.00237520288191283	0.00222109522205399	0.00128440602643308	0.00224970866272818	0	0	0	0.00156938239571454	0.00165098233448902	0.00173894897923695	0.00258137793954413	0	0.000581767409389726	0.00125037511253376	0	0	0	0.0012267229323585	0.00116866118175019	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"g__Blautia"	2.71590211688233	8.42362572079486	1.32861471122159	6.33548873745881	4.50020468895152	2.78897593874395	1.29207346214242	9.6808934048182	9.62695547533093	0.518832721749725	9.15548960848778	4.97172592676129	8.99988512349225	7.76603053970302	4.22958942897593	4.99691441186952	6.8123069773746	14.3358645586954	8.99479261020895	2.32263786620349	7.47754226649702	4.15568989934368	8.74799238593778	13.2247331207542	1.05276565094033	13.9911588747091	26.9245355650922	8.2741555435591	4.31729126896413	1.23279190035691	2.1893771735694	3.23010816417247	1.64257397021853	3.14269784911529	3.19209412337959	2.82462578862727	1.68050806057645	3.87252541556742	4.73012228507155	2.68129660394854	2.65368194882384	1.14462043595902	2.00030773965225	11.9854012328078	3.38854216674668	2.34282281578292	3.12229131335971	4.61613828190308	1.65601921072901	27.1250603573153	5.59543208047726	14.974867029049	4.28311075500372	10.9338066777513	5.33332892060902	7.92633356262898	1.45433306563481	13.1353353275579	16.3328075709779	0.638143463599358	13.0797303461909	7.80609695152424	20.9740346320848	25.1686968714398	4.85700832950303	15.6169704512606	17.6672214475282	18.8528840882488	14.4671804054915	3.53583006725698	8.31477324732495	8.68735312874003	12.9215830955382	19.7191479233607	1.50598968984793	25.0025720164609	32.7364646976012	10.24425002969	5.98807271865757	1.01211194882926	2.96286630881301	3.67423987055889	1.96228176244723	8.44858812875607	10.4201759800793	3.10714875350834	2.5649497443745	4.97947804538062	20.0363119326261	4.56920123334691	8.02990897269181	1.65099034537673	2.15977705527171	20.831551610851	5.86005544787654	2.41562266267764	3.9880189596875	5.89652065428334	4.70068362382214	43.1709435183135	3.45187146380386	11.0542056341173	3.14545488842359	9.60194081154413	6.86268799729453	1.55864741106023	13.6193478475027	16.6850855865812	0.61502905368771	14.9505195447798	7.28516129032258	16.9366542659744	4.22973193462007	12.1345502842612	17.8090294654402	18.0266088048878	14.3308519041578	8.35644769392912	9.60171630489652	12.9885693215339	19.0034821556908	1.28557155533198	26.2102651970437	35.2935741436084	9.41303343090433	6.17565135573096	1.12083621938165	2.80385137526715	4.31954202446006	1.61412878294473	9.36074699986896	3.06083926237839	4.84649094290061	19.2568130212078	5.03351716268898	2.82869617478611	1.62796715835039	2.65852084307049	17.9492452794092	5.11371438832962	2.82030146019783	4.54731032929284	6.27747933474736	4.8752852065128	48.3383154563039
"g__Bosea"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.000876731544800982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"g__Brachybacterium"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00905955929627681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00750225067520256	0	0	0	0	0	0	0	0	0	0	0.00570110530179038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"g__Brachyspira"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000326492232749783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000737463126843658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"g__Bradyrhizobium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0301470897541961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0133354670080546	0	0	0	0	0	0	0.000292243848266994	0	0.00044937761200737	0.000992862970017193	0	0	0	0	0.00463806707190641	0.00506868062243398	0.00713928749910759	0	0.0135435504815927	0.000560531832602773	0	0	0	0	0	0.000435853291781986	0	0	0	0.000736965837948582	0.00771604938271605	0	0.00527822862647296	0	0	0	0.00674172453313558	0	0.037046184243023	0.00366189225666726	0.00330196466897804	0.0069557959169478	0.00129068896977206	0	0.00407237186572808	0.00375112533760128	0	0	0	0	0	0.00926369096326947	0	0.00307938658619203	0	0	0	0	0	0	0	0	0	0	0	0	0.0470136135072156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00503746615452427	0	0	0	0	0	0	0	0	0	0	0	0	0.0169013489389122	0.00471031559114461	0	0	0	0
"g__Brevibacillus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000605472258270246	0	0	0	0	0	0	0.0120044088919931	0	0.00571142999928607	0	0	0	0.000501846796210053	0	0	0	0	0	0	0	0	0	0.00385802469135802	0	0	0.00259127775906299	0	0	0	0	0	0	0.00495294700346706	0	0	0.00262495898501586	0	0	0	0	0	0	0	0	0.00103964513446077	0	0	0	0	0	0	0	0	0	0	0.00858010255960889	0	0.00645161290322581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00261363721221987	0	0	0	0	0	0	0	0.00243721134278159	0	0	0	0	0	0	0	0	0.00118936705849704	0	0
"g__Brevibacterium"	0	0.0577725939894701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0730609620667485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000581767409389726	0	0	0	0	0	0	0	0	0	0	0	0.0629497043739355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"g__Brevundimonas"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00128440602643308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"g__Brochothrix"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0.000272827474818024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000581767409389726	0	0	0	0.000521479750941271	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"g__Budvicia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"g__Bulleidia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.00202219925403316	0	0	0	0.000647475493052588	0	0.00927613414381282	0.00295673036308649	0	0	0	0	0.00100369359242011	0	0	0	0	0	0	0	0	0.000368482918974291	0	0	0	0	0	0	0	0.00212138568913214	0	0	0	0	0	0	0	0	0	0	0.00208591900376508	0	0	0	0.00069309675630718	0	0	0	0	0	0.00196757050297005	0	0	0	0	0.00638943807630449	0.00346363186541316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00191310669396032	0	0	0	0	0	0
"g__Burkholderia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0.00163696484890814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0010953322416522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"g__Buttiauxella"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.000292243848266994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"g__Butyricicoccus"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0.00146017376067752	0	0.0563316809373592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0654500349682647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0460909342944275	0	0	0.172729580734078	0.167469968240093	0.33466633970284	0.234927918054624	0.559882011441884	0.774920746741811	0.0808623124158539	0.0736756796581449	0.0359634086009139	0.0351311232063335	0.0245161290322581	0.0822738236376272	0.178518298125558	0.151039051490954	0.0110048329558064	0	0.533444581605053	0.0582085010869997	0.264512872286724	0.161504424778761	0.123799676358899	0.141832079202387	0.127867427051633	0.253317899848317	0.267103101797294	0.0250162418883902	0.139789685788049	0.172496449261402	0.432900432900433	0.070557075246407	0	1.04980397851024	0.278279866321634	0.0381829777035782	0.207996576970619	0.136551650993424	0.194085680005646	0.0767844027508847	0.112873294943659	0.0813377417685149	0.306170513424399	0.242147794624882	0.0836521497809582	0.52617691340587	0.0904318119018312
